title,categories/keyword,author_tags
facile synthesis of magnetic hydroxyapatite-supported nickel oxide nanocomposite and its dye adsorption characteristics(article),adsorption,"['dye adsorption', 'hydroxyapatite', 'magnetic materials', 'nanocomposites', 'nickel oxide', 'adsorption', 'aromatic compounds', 'atomic emission spectroscopy', 'crystallite size', 'dyes', 'hydroxyapatite', 'iron compounds', 'isotherms', 'magnetic materials', 'magnetism', 'nanocomposites', 'nanoparticles', 'nickel', 'nickel compounds', 'precipitation (chemical)', 'solutions', 'adsorption capacities', 'adsorption kinetics and isotherm', 'adsorption performance', 'dye adsorption', 'dye adsorption characteristics', 'langmuir isotherm models', 'pseudo-second-order kinetic models', 'wet impregnation method', 'nickel oxide']"
preparation of hydrothermal carbon acid catalyst from defatted rice bran(article),industrial crops and products,"['biomass', 'carbon acid catalyst', 'defatted rice bran', 'hydrothermal carbonization', 'aldehydes', 'bioconversion', 'biomass', 'carbonization', 'catalysts', 'formic acid', 'furfural', 'hydrochemistry', 'leaching', 'organic acids', '5 hydroxymethyl furfurals', 'carbon acid', 'carbonization conditions', 'cellulose hydrolysis', 'chemical characteristic', 'defatted rice brans', 'hydrothermal carbonization', 'hydrothermal carbons', 'catalyst activity', 'biomass', 'catalysis', 'catalyst', 'cellulose', 'chemical compound', 'chemical property', 'chemical reaction', 'formic acid', 'hydrolysis', 'hydrothermal system', 'leaching', 'morphology', 'rice', 'temperature effect', 'yield response', 'aldehydes', 'biomass', 'carbonization', 'catalysts', 'formic acid', 'furfural']"
discovery and characterization of cyclotides from rinorea species(article),journal of natural products,"['cyclotide', 'cycloviolacin o2', 'cytotoxic agent', 'rivi1 peptide', 'rivi2 peptide', 'rivi3 peptide', 'rivi4 peptide', 'rivi5 peptide', 'rivi6 peptide', 'rivi7 peptide', 'unclassified drug', 'cyclotide', 'plant extract', 'article', 'biological activity', 'controlled study', 'cytotoxicity', 'drug screening', 'drug structure', 'human', 'human cell', 'in vitro study', 'monocot', 'nonhuman', 'precursor', 'rinorea', 'rinorea bengalensis', 'rinorea virgata', 'structure analysis', 'viola odorata', 'violaceae', 'amino acid sequence', 'chemistry', 'electrospray mass spectrometry', 'high performance liquid chromatography', 'sequence homology', 'tandem mass spectrometry', 'violaceae', 'amino acid sequence', 'chromatography, high pressure liquid', 'cyclotides', 'plant extracts', 'sequence homology, amino acid', 'spectrometry, mass, electrospray ionization', 'tandem mass spectrometry', 'violaceae']"
cypripedin diminishes an epithelial-to-mesenchymal transition in non-small cell lung cancer cells through suppression of akt/gsk-3β signalling(article)(open access),scientific reports,"['cypripedin', 'glycogen synthase kinase 3beta', 'naphthoquinone', 'protein kinase b', 'cell adhesion', 'cell motion', 'cell proliferation', 'cell survival', 'down regulation', 'drug effect', 'epithelial mesenchymal transition', 'gene expression regulation', 'genetics', 'human', 'lung tumor', 'metabolism', 'metastasis', 'non small cell lung cancer', 'pathology', 'signal transduction', 'tumor cell culture', 'carcinoma, non-small-cell lung', 'cell adhesion', 'cell movement', 'cell proliferation', 'cell survival', 'down-regulation', 'epithelial-mesenchymal transition', 'gene expression regulation, neoplastic', 'glycogen synthase kinase 3 beta', 'humans', 'lung neoplasms', 'naphthoquinones', 'neoplasm metastasis', 'proto-oncogene proteins c-akt', 'signal transduction', 'tumor cells, cultured']"
measurement of differential cross sections for z boson production in association with jets in proton-proton collisions at √s=13tev(article)(open access),european physical journal c,"['cms', 'cross section', 'jets', 'lhc', 'physics', 'proton', 'standard model', 'z boson']"
hofstadter points for exterior angles(article),mathematics magazine,['msc: primary 51m04']
ductility of concrete beams reinforced with both fiber-reinforced polymer and steel tension bars(article)(open access),journal of advanced concrete technology,"['composite structures', 'compressive strength', 'concrete beams and girders', 'ductility', 'fiber reinforced plastics', 'reinforced plastics', 'reliability analysis', 'steel fibers', 'concrete compressive strength', 'fiber reinforced polymers', 'mechanical performance', 'numerical investigations', 'steel reinforced concrete beams', 'steel reinforcements', 'tension reinforcement', 'three-dimensional (3d) finite element analysis', 'reinforced concrete']"
uplift of very sensitive soft clay due to pile driving(article),lowland technology international,"['pile driving', 'press pit', 'sensitive clay', 'uplift', 'pile driving', 'presses (machine tools)', 'reinforced concrete', 'soils', 'driving effect', 'excess pore pressure', 'remedial work', 'sensitive clays', 'soft clay layer', 'soft clays', 'soil investigation', 'uplift', 'piles', 'concrete structure', 'pile driving', 'pore pressure', 'reinforced concrete', 'shear strength', 'soft clay', 'subsoil', 'thailand']"
a simplified scoring system in de novo follicular lymphoma treated initially with immunochemotherapy(article)(open access),blood,"['bendamustine', 'beta 2 microglobulin', 'cyclophosphamide', 'cyclophosphamide plus doxorubicin plus prednisolone plus rituximab plus vincristine', 'doxorubicin', 'etoposide', 'fludarabine', 'interferon', 'mitoxantrone', 'peginterferon alpha2a', 'prednisolone', 'prednisone', 'rituximab', 'vincristine', 'antineoplastic agent', 'beta 2 microglobulin', 'tumor protein', 'adult', 'article', 'bone marrow', 'cancer chemotherapy', 'cancer immunotherapy', 'cancer prognosis', 'controlled study', 'de novo follicular lymphoma', 'de novo follicular lymphoma', 'event free survival', 'female', 'follicular lymphoma', 'follicular lymphoma international prognostic index', 'high risk population', 'human', 'major clinical study', 'male', 'open study', 'overall survival', 'parameters', 'priority journal', 'progression free survival', 'randomized controlled trial', 'scoring system', 'aged', 'clinical trial', 'disease free survival', 'follicular lymphoma', 'immunotherapy', 'metabolism', 'middle aged', 'mortality', 'multicenter study', 'pathology', 'survival rate', 'aged', 'antineoplastic combined chemotherapy protocols', 'beta 2-microglobulin', 'bone marrow', 'disease-free survival', 'female', 'humans', 'immunotherapy', 'lymphoma, follicular', 'male', 'middle aged', 'neoplasm proteins', 'survival rate']"
continued versus interrupted aspirin use and bleeding risk after endoscopic submucosal dissection of gastric neoplasms: a meta-analysis(article)(open access),annals of gastroenterology,"['antiplatelet', 'aspirin', 'bleeding', 'endoscopic submucosal dissection', 'gastric neoplasms', 'acetylsalicylic acid', 'acute coronary syndrome', 'article', 'brain infarction', 'disease association', 'endoscopic submucosal dissection', 'endoscopy', 'human', 'japan', 'limit of quantitation', 'postoperative hemorrhage', 'postoperative period', 'practice guideline', 'preoperative period', 'quality control', 'risk factor', 'sample size', 'scoring system', 'south korea', 'systematic review', 'transient ischemic attack', 'treatment interruption']"
adsorption of methane and carbon dioxide on activated carbon and zif-8 (zeolitic imidazolate framework)(article),chemical engineering transactions,"['activated carbon', 'adsorbents', 'amorphous carbon', 'fluorine compounds', 'gas adsorption', 'methane', 'microporosity', 'microporous materials', 'scanning electron microscopy', 'amorphous structures', 'carbon dioxide adsorption', 'comparative adsorption', 'crystalline structure', 'polyvinylidene fluorides', 'preferential adsorption', 'textural properties', 'zeolitic imidazolate frameworks', 'carbon dioxide']"
the compensatory immune-regulatory reflex system (cirs) in depression and bipolar disorder(review),molecular neurobiology,"['bipolar disorder', 'cytokines', 'inflammation', 'major depression', 'neuroimmune', 'oxidative and nitrosative stress', 'acute phase protein', 'alpha 1 antitrypsin', 'biological marker', 'ceruloplasmin', 'complement factor', 'cytokine', 'haptoglobin', 'hemopexin', 'interleukin 1 receptor blocking agent', 'interleukin 10', 'interleukin 2', 'interleukin 2 receptor', 'interleukin 4', 'interleukin 6', 'orosomucoid', 'transforming growth factor beta', 'tumor necrosis factor', 'tumor necrosis factor receptor', 'biological marker', 'immunoglobulin receptor', 'acute phase response', 'bipolar disorder', 'compensatory immune regulatory reflex system', 'cytokine production', 'homeostasis', 'human', 'immune inflammatory response system', 'immune response', 'inflammation', 'macrophage', 'major depression', 'mood disorder', 'nonhuman', 'pathophysiology', 'regulatory t lymphocyte', 'review', 'signal transduction', 'th1 cell', 'th2 cell', 'animal', 'bipolar disorder', 'depression', 'immune system', 'immunology', 'metabolism', 'animals', 'biomarkers', 'bipolar disorder', 'depression', 'humans', 'immune system', 'inflammation', 'receptors, immunologic']"
expression and characterization of functional single-chain variable fragment against norfloxacin in pichia pastoris gs115(article),international food research journal,"['monoclonal antibody', 'norfloxacin', 'pichia pastoris', 'single-chain variable fragment']"
curcuminoids in multi-component synthesis(review),journal of heterocyclic chemistry,"['aldehyde', 'ciprofloxacin', 'curcumin', 'curcuminoid derivative', 'fluconazole', 'tetrahydrocurcumin derivative', 'unclassified drug', 'urea', 'biginelli reaction', 'biological activity', 'chemical interaction', 'chemical modification', 'chemical reaction', 'chemical structure', 'minimum inhibitory concentration', 'multi component reaction', 'nonhuman', 'reaction time', 'review']"
re-evaluation of pediatric18f-fdg dosimetry: cristy-eckerman versus uf/nci hybrid computational phantoms(article)(open access),physics in medicine and biology,"['18f-fdg', 'computational phantoms', 'medical internal radiation dose (mird)', 'monte carlo calculations', 'pediatric dosimetry', 'bone', 'brain', 'computerized tomography', 'dosimetry', 'electron transport properties', 'monte carlo methods', 'nuclear medicine', 'pediatrics', 'pharmacokinetics', 'radioisotopes', 'computational phantom', 'electron transport simulations', 'hybrid computational', 'internal radiation dose', 'monte carlo calculation', 'pharmacokinetic data', 'university of florida', '^18f-fdg', 'phantoms', 'fluorodeoxyglucose f 18', 'child', 'comparative study', 'devices', 'diagnostic imaging', 'female', 'human', 'imaging phantom', 'infant', 'male', 'metabolism', 'monte carlo method', 'neoplasm', 'newborn', 'organs at risk', 'photon', 'preschool child', 'procedures', 'radiation dose', 'radiation exposure', 'radiation response', 'radiometry', 'retrospective study', 'child', 'child, preschool', 'female', 'fluorodeoxyglucose f18', 'humans', 'infant', 'infant, newborn', 'male', 'monte carlo method', 'neoplasms', 'organs at risk', 'phantoms, imaging', 'photons', 'radiation dosage', 'radiation exposure', 'radiometry', 'retrospective studies']"
"comparison of anterior segment parameters among koreans, chinese, and white persons(article)",ophthalmology glaucoma,"['adult', 'aged', 'angle recess area', 'anterior eye segment', 'anterior vault', 'article', 'caucasian', 'central corneal thickness', 'chinese', 'cohort analysis', 'comparative study', 'controlled study', 'cross-sectional study', 'eye refraction', 'female', 'human', 'iris thickness', 'korean (people)', 'male', 'optical coherence tomography', 'outcome assessment', 'priority journal', 'race difference', 'thickness', 'trabecular iris space area', 'visual system parameters', 'anterior eye segment', 'asian continental ancestry group', 'caucasian', 'clinical trial', 'closed angle glaucoma', 'epidemiology', 'ethnology', 'gonioscopy', 'incidence', 'intraocular pressure', 'middle aged', 'multicenter study', 'pathophysiology', 'physiology', 'procedures', 'prospective study', 'south korea', 'united states', 'anterior eye segment', 'asian continental ancestry group', 'cross-sectional studies', 'european continental ancestry group', 'female', 'glaucoma, angle-closure', 'gonioscopy', 'humans', 'incidence', 'intraocular pressure', 'male', 'middle aged', 'prospective studies', 'republic of korea', 'tomography, optical coherence', 'united states']"
